source	destinations_disconnected_to
CAC1S	TEX2	TTC23	ATP9A	IFT46	CRNN
TA2R	TEX2	TTC23	ATP9A	IFT46	CRNN
TPMT	TEX2	TTC23	ATP9A	IFT46	CRNN
5HT1D	TEX2	TTC23	ATP9A	IFT46	CRNN
PIM1	TEX2	TTC23	ATP9A	IFT46	CRNN
AT1A1	TEX2	TTC23	ATP9A	IFT46	CRNN
MMP9	TEX2	TTC23	ATP9A	IFT46	CRNN
RL37	TEX2	TTC23	ATP9A	IFT46	CRNN
PARP1	TEX2	TTC23	ATP9A	IFT46	CRNN
RENR	TEX2	TTC23	ATP9A	IFT46	CRNN
ENPL	TEX2	TTC23	ATP9A	IFT46	CRNN
NR1I3	TEX2	TTC23	ATP9A	IFT46	CRNN
CAH1	TEX2	TTC23	ATP9A	IFT46	CRNN
SL9A7	TEX2	TTC23	ATP9A	IFT46	CRNN
ACM4	TEX2	TTC23	ATP9A	IFT46	CRNN
TOP1	TEX2	TTC23	ATP9A	IFT46	CRNN
DHB8	TEX2	TTC23	ATP9A	IFT46	CRNN
FABP6	TEX2	TTC23	ATP9A	IFT46	CRNN
GABR1	TEX2	TTC23	ATP9A	IFT46	CRNN
LY66C	TEX2	TTC23	ATP9A	IFT46	CRNN
GLNA	TEX2	TTC23	ATP9A	IFT46	CRNN
SCN1A	TEX2	TTC23	ATP9A	IFT46	CRNN
HDAC3	TEX2	TTC23	ATP9A	IFT46	CRNN
RENI	TEX2	TTC23	ATP9A	IFT46	CRNN
